File,System / File Purpose,Extension,Size Bytes,Kind,Parsed Columns,Parsed Formats,Notes
MobAttackSequence/Anti_Henis_A103.txt,Anti Henis A 103 data/configuration,.txt,482,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_A104.txt,Anti Henis A 104 data/configuration,.txt,482,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_A105.txt,Anti Henis A 105 data/configuration,.txt,482,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_A106.txt,Anti Henis A 106 data/configuration,.txt,482,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_A107.txt,Anti Henis A 107 data/configuration,.txt,482,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_A108.txt,Anti Henis A 108 data/configuration,.txt,482,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_A109.txt,Anti Henis A 109 data/configuration,.txt,482,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_A110.txt,Anti Henis A 110 data/configuration,.txt,482,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_A60.txt,Anti Henis A 60 data/configuration,.txt,461,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_A61.txt,Anti Henis A 61 data/configuration,.txt,461,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_A62.txt,Anti Henis A 62 data/configuration,.txt,461,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_A63.txt,Anti Henis A 63 data/configuration,.txt,461,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_A64.txt,Anti Henis A 64 data/configuration,.txt,461,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_A65.txt,Anti Henis A 65 data/configuration,.txt,461,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_A66.txt,Anti Henis A 66 data/configuration,.txt,461,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_A67.txt,Anti Henis A 67 data/configuration,.txt,461,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_A68.txt,Anti Henis A 68 data/configuration,.txt,461,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_A69.txt,Anti Henis A 69 data/configuration,.txt,461,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_A70.txt,Anti Henis A 70 data/configuration,.txt,461,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_A90.txt,Anti Henis A 90 data/configuration,.txt,481,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_A92.txt,Anti Henis A 92 data/configuration,.txt,481,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_A94.txt,Anti Henis A 94 data/configuration,.txt,679,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_A95.txt,Anti Henis A 95 data/configuration,.txt,482,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_A96.txt,Anti Henis A 96 data/configuration,.txt,481,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_A98.txt,Anti Henis A 98 data/configuration,.txt,481,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_A99.txt,Anti Henis A 99 data/configuration,.txt,481,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_C100.txt,Anti Henis C 100 data/configuration,.txt,458,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_C101.txt,Anti Henis C 101 data/configuration,.txt,461,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_C102.txt,Anti Henis C 102 data/configuration,.txt,458,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_C103.txt,Anti Henis C 103 data/configuration,.txt,461,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_C104.txt,Anti Henis C 104 data/configuration,.txt,458,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_C105.txt,Anti Henis C 105 data/configuration,.txt,461,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_C106.txt,Anti Henis C 106 data/configuration,.txt,458,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_C107.txt,Anti Henis C 107 data/configuration,.txt,461,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_C108.txt,Anti Henis C 108 data/configuration,.txt,458,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_C109.txt,Anti Henis C 109 data/configuration,.txt,461,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_C110.txt,Anti Henis C 110 data/configuration,.txt,458,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_C60.txt,Anti Henis C 60 data/configuration,.txt,437,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_C61.txt,Anti Henis C 61 data/configuration,.txt,440,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_C62.txt,Anti Henis C 62 data/configuration,.txt,437,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_C63.txt,Anti Henis C 63 data/configuration,.txt,440,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_C64.txt,Anti Henis C 64 data/configuration,.txt,437,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_C65.txt,Anti Henis C 65 data/configuration,.txt,440,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_C66.txt,Anti Henis C 66 data/configuration,.txt,437,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_C67.txt,Anti Henis C 67 data/configuration,.txt,440,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_C68.txt,Anti Henis C 68 data/configuration,.txt,437,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_C69.txt,Anti Henis C 69 data/configuration,.txt,440,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_C70.txt,Anti Henis C 70 data/configuration,.txt,437,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_C90.txt,Anti Henis C 90 data/configuration,.txt,457,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_C94.txt,Anti Henis C 94 data/configuration,.txt,457,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_C95.txt,Anti Henis C 95 data/configuration,.txt,460,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_C96.txt,Anti Henis C 96 data/configuration,.txt,457,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_C97.txt,Anti Henis C 97 data/configuration,.txt,460,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_C98.txt,Anti Henis C 98 data/configuration,.txt,457,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_C99.txt,Anti Henis C 99 data/configuration,.txt,460,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_F100.txt,Anti Henis F 100 data/configuration,.txt,485,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_F101.txt,Anti Henis F 101 data/configuration,.txt,482,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_F102.txt,Anti Henis F 102 data/configuration,.txt,485,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_F103.txt,Anti Henis F 103 data/configuration,.txt,482,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_F104.txt,Anti Henis F 104 data/configuration,.txt,485,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_F105.txt,Anti Henis F 105 data/configuration,.txt,482,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_F106.txt,Anti Henis F 106 data/configuration,.txt,485,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_F107.txt,Anti Henis F 107 data/configuration,.txt,482,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_F108.txt,Anti Henis F 108 data/configuration,.txt,485,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_F109.txt,Anti Henis F 109 data/configuration,.txt,482,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_F110.txt,Anti Henis F 110 data/configuration,.txt,485,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_F60.txt,Anti Henis F 60 data/configuration,.txt,464,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_F61.txt,Anti Henis F 61 data/configuration,.txt,461,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_F62.txt,Anti Henis F 62 data/configuration,.txt,464,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_F63.txt,Anti Henis F 63 data/configuration,.txt,461,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_F64.txt,Anti Henis F 64 data/configuration,.txt,464,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_F65.txt,Anti Henis F 65 data/configuration,.txt,461,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_F66.txt,Anti Henis F 66 data/configuration,.txt,464,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_F67.txt,Anti Henis F 67 data/configuration,.txt,461,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_F68.txt,Anti Henis F 68 data/configuration,.txt,464,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_F69.txt,Anti Henis F 69 data/configuration,.txt,461,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_F70.txt,Anti Henis F 70 data/configuration,.txt,464,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_F90.txt,Anti Henis F 90 data/configuration,.txt,484,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_F92.txt,Anti Henis F 92 data/configuration,.txt,484,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_F94.txt,Anti Henis F 94 data/configuration,.txt,484,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_F95.txt,Anti Henis F 95 data/configuration,.txt,481,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_F96.txt,Anti Henis F 96 data/configuration,.txt,484,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_F97.txt,Anti Henis F 97 data/configuration,.txt,481,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_F98.txt,Anti Henis F 98 data/configuration,.txt,484,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_F99.txt,Anti Henis F 99 data/configuration,.txt,481,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_G_A10.txt,Anti Henis G A 10 data/configuration,.txt,428,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_G_A100.txt,Anti Henis G A 100 data/configuration,.txt,461,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_G_A110.txt,Anti Henis G A 110 data/configuration,.txt,484,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_G_A120.txt,Anti Henis G A 120 data/configuration,.txt,461,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_G_A20.txt,Anti Henis G A 20 data/configuration,.txt,461,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_G_A30.txt,Anti Henis G A 30 data/configuration,.txt,461,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_G_A40.txt,Anti Henis G A 40 data/configuration,.txt,461,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_G_A50.txt,Anti Henis G A 50 data/configuration,.txt,461,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_G_A60.txt,Anti Henis G A 60 data/configuration,.txt,461,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_G_A70.txt,Anti Henis G A 70 data/configuration,.txt,461,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_G_A80.txt,Anti Henis G A 80 data/configuration,.txt,461,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_G_A90.txt,Anti Henis G A 90 data/configuration,.txt,461,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_G_C10.txt,Anti Henis G C 10 data/configuration,.txt,412,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_G_C100.txt,Anti Henis G C 100 data/configuration,.txt,437,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_G_C110.txt,Anti Henis G C 110 data/configuration,.txt,460,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_G_C120.txt,Anti Henis G C 120 data/configuration,.txt,437,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_G_C20.txt,Anti Henis G C 20 data/configuration,.txt,412,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_G_C30.txt,Anti Henis G C 30 data/configuration,.txt,412,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_G_C40.txt,Anti Henis G C 40 data/configuration,.txt,437,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_G_C50.txt,Anti Henis G C 50 data/configuration,.txt,437,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_G_C60.txt,Anti Henis G C 60 data/configuration,.txt,437,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_G_C70.txt,Anti Henis G C 70 data/configuration,.txt,437,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_G_C80.txt,Anti Henis G C 80 data/configuration,.txt,437,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_G_C90.txt,Anti Henis G C 90 data/configuration,.txt,437,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_G_F10.txt,Anti Henis G F 10 data/configuration,.txt,444,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_G_F100.txt,Anti Henis G F 100 data/configuration,.txt,464,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_G_F110.txt,Anti Henis G F 110 data/configuration,.txt,487,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_G_F120.txt,Anti Henis G F 120 data/configuration,.txt,464,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_G_F20.txt,Anti Henis G F 20 data/configuration,.txt,455,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_G_F30.txt,Anti Henis G F 30 data/configuration,.txt,455,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_G_F40.txt,Anti Henis G F 40 data/configuration,.txt,455,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_G_F50.txt,Anti Henis G F 50 data/configuration,.txt,455,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_G_F60.txt,Anti Henis G F 60 data/configuration,.txt,464,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_G_F70.txt,Anti Henis G F 70 data/configuration,.txt,464,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_G_F80.txt,Anti Henis G F 80 data/configuration,.txt,464,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_G_F90.txt,Anti Henis G F 90 data/configuration,.txt,486,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_G_M10.txt,Anti Henis G M 10 data/configuration,.txt,470,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_G_M100.txt,Anti Henis G M 100 data/configuration,.txt,482,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_G_M110.txt,Anti Henis G M 110 data/configuration,.txt,505,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_G_M120.txt,Anti Henis G M 120 data/configuration,.txt,482,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_G_M20.txt,Anti Henis G M 20 data/configuration,.txt,480,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_G_M30.txt,Anti Henis G M 30 data/configuration,.txt,480,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_G_M40.txt,Anti Henis G M 40 data/configuration,.txt,479,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_G_M50.txt,Anti Henis G M 50 data/configuration,.txt,479,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_G_M60.txt,Anti Henis G M 60 data/configuration,.txt,482,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_G_M70.txt,Anti Henis G M 70 data/configuration,.txt,482,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_G_M80.txt,Anti Henis G M 80 data/configuration,.txt,482,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_G_M90.txt,Anti Henis G M 90 data/configuration,.txt,482,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_M100.txt,Anti Henis M 100 data/configuration,.txt,503,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_M101.txt,Anti Henis M 101 data/configuration,.txt,503,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_M102.txt,Anti Henis M 102 data/configuration,.txt,503,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_M103.txt,Anti Henis M 103 data/configuration,.txt,503,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_M104.txt,Anti Henis M 104 data/configuration,.txt,503,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_M105.txt,Anti Henis M 105 data/configuration,.txt,503,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_M106.txt,Anti Henis M 106 data/configuration,.txt,503,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_M107.txt,Anti Henis M 107 data/configuration,.txt,503,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_M108.txt,Anti Henis M 108 data/configuration,.txt,503,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_M109.txt,Anti Henis M 109 data/configuration,.txt,503,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_M110.txt,Anti Henis M 110 data/configuration,.txt,503,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_M60.txt,Anti Henis M 60 data/configuration,.txt,482,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_M61.txt,Anti Henis M 61 data/configuration,.txt,482,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_M62.txt,Anti Henis M 62 data/configuration,.txt,482,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_M63.txt,Anti Henis M 63 data/configuration,.txt,482,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_M64.txt,Anti Henis M 64 data/configuration,.txt,482,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_M65.txt,Anti Henis M 65 data/configuration,.txt,482,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_M66.txt,Anti Henis M 66 data/configuration,.txt,482,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_M67.txt,Anti Henis M 67 data/configuration,.txt,482,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_M68.txt,Anti Henis M 68 data/configuration,.txt,482,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_M69.txt,Anti Henis M 69 data/configuration,.txt,482,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_M70.txt,Anti Henis M 70 data/configuration,.txt,482,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_M90.txt,Anti Henis M 90 data/configuration,.txt,502,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_M91.txt,Anti Henis M 91 data/configuration,.txt,502,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_M92.txt,Anti Henis M 92 data/configuration,.txt,502,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_M95.txt,Anti Henis M 95 data/configuration,.txt,502,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_M96.txt,Anti Henis M 96 data/configuration,.txt,502,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_M97.txt,Anti Henis M 97 data/configuration,.txt,502,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_M98.txt,Anti Henis M 98 data/configuration,.txt,502,Text schema/table,2,TXT,
MobAttackSequence/Anti_Henis_M99.txt,Anti Henis M 99 data/configuration,.txt,502,Text schema/table,2,TXT,
MobAttackSequence/BH_Albireo.txt,BH Albireo data/configuration,.txt,857,Text schema/table,2,TXT,
MobAttackSequence/BH_Guardian.txt,BH Guardian data/configuration,.txt,508,Text schema/table,2,TXT,
MobAttackSequence/BH_Helga.txt,BH Helga data/configuration,.txt,781,Text schema/table,2,TXT,
MobAttackSequence/BH_Humar.txt,BH Humar data/configuration,.txt,576,Text schema/table,2,TXT,
MobAttackSequence/BH_Looter.txt,BH Looter data/configuration,.txt,458,Text schema/table,2,TXT,
MobAttackSequence/B_Albireo.txt,B Albireo data/configuration,.txt,1530,Text schema/table,2,TXT,
MobAttackSequence/B_CrackerGuardian.txt,B Cracker Guardian data/configuration,.txt,1032,Text schema/table,2,TXT,
MobAttackSequence/B_CrackerHumar.txt,B Cracker Humar data/configuration,.txt,1312,Text schema/table,2,TXT,
MobAttackSequence/B_CrackerLooter.txt,B Cracker Looter data/configuration,.txt,727,Text schema/table,2,TXT,
MobAttackSequence/BomBoogy01.txt,Bom Boogy 01 data/configuration,.txt,347,Text schema/table,2,TXT,
MobAttackSequence/BomBoogy02.txt,Bom Boogy 02 data/configuration,.txt,347,Text schema/table,2,TXT,
MobAttackSequence/BomBoogy03.txt,Bom Boogy 03 data/configuration,.txt,347,Text schema/table,2,TXT,
MobAttackSequence/BomBoogy04.txt,Bom Boogy 04 data/configuration,.txt,351,Text schema/table,2,TXT,
MobAttackSequence/BoogyGuardian.txt,Boogy Guardian data/configuration,.txt,806,Text schema/table,2,TXT,
MobAttackSequence/C_JewelGolem.txt,C Jewel Golem data/configuration,.txt,1270,Text schema/table,2,TXT,
MobAttackSequence/Chimera.txt,Chimera data/configuration,.txt,1065,Text schema/table,2,TXT,
MobAttackSequence/DT_FFocalor.txt,DT FFocalor data/configuration,.txt,363,Text schema/table,2,TXT,
MobAttackSequence/DT_FFocalor_C.txt,DT FFocalor C data/configuration,.txt,365,Text schema/table,2,TXT,
MobAttackSequence/DT_IFocalor_C.txt,DT IFocalor C data/configuration,.txt,365,Text schema/table,2,TXT,
MobAttackSequence/DT_Ifocalor.txt,DT Ifocalor data/configuration,.txt,363,Text schema/table,2,TXT,
MobAttackSequence/DT_SFocalor.txt,DT SFocalor data/configuration,.txt,363,Text schema/table,2,TXT,
MobAttackSequence/DT_SFocalor_C.txt,DT SFocalor C data/configuration,.txt,365,Text schema/table,2,TXT,
MobAttackSequence/DT_TFocalor.txt,DT TFocalor data/configuration,.txt,363,Text schema/table,2,TXT,
MobAttackSequence/DT_TFocalor_C.txt,DT TFocalor C data/configuration,.txt,365,Text schema/table,2,TXT,
MobAttackSequence/Eglack.txt,Eglack data/configuration,.txt,1938,Text schema/table,2,TXT,
MobAttackSequence/EglackMad.txt,Eglack Mad data/configuration,.txt,4036,Text schema/table,2,TXT,
MobAttackSequence/EmperorCrab.txt,Emperor Crab data/configuration,.txt,861,Text schema/table,2,TXT,
MobAttackSequence/Event_H_MiniDragon.txt,Event H Mini Dragon data/configuration,.txt,825,Text schema/table,2,TXT,
MobAttackSequence/FireTotem.txt,Fire Totem data/configuration,.txt,337,Text schema/table,2,TXT,
MobAttackSequence/Firepamelia.txt,Firepamelia data/configuration,.txt,672,Text schema/table,2,TXT,
MobAttackSequence/Helga.txt,Helga data/configuration,.txt,1446,Text schema/table,2,TXT,
MobAttackSequence/ID_BigMudMan.txt,ID Big Mud Man data/configuration,.txt,539,Text schema/table,2,TXT,
MobAttackSequence/ID_EarthCalerben.txt,ID Earth Calerben data/configuration,.txt,545,Text schema/table,2,TXT,
MobAttackSequence/ID_EarthNerpa.txt,ID Earth Nerpa data/configuration,.txt,466,Text schema/table,2,TXT,
MobAttackSequence/ID_FandomCornelius.txt,ID Fandom Cornelius data/configuration,.txt,498,Text schema/table,2,TXT,
MobAttackSequence/ID_FireShella.txt,ID Fire Shella data/configuration,.txt,504,Text schema/table,2,TXT,
MobAttackSequence/ID_FireTaitan.txt,ID Fire Taitan data/configuration,.txt,533,Text schema/table,2,TXT,
MobAttackSequence/ID_FlameSpirit.txt,ID Flame Spirit data/configuration,.txt,557,Text schema/table,2,TXT,
MobAttackSequence/ID_GiantMagmaton.txt,ID Giant Magmaton data/configuration,.txt,510,Text schema/table,2,TXT,
MobAttackSequence/ID_Kruge.txt,ID Kruge data/configuration,.txt,405,Text schema/table,2,TXT,
MobAttackSequence/ID_NestAlca.txt,ID Nest Alca data/configuration,.txt,856,Text schema/table,2,TXT,
MobAttackSequence/ID_NestBaridon.txt,ID Nest Baridon data/configuration,.txt,1006,Text schema/table,2,TXT,
MobAttackSequence/ID_NestGuardian.txt,ID Nest Guardian data/configuration,.txt,821,Text schema/table,2,TXT,
MobAttackSequence/ID_NestMadSlug.txt,ID Nest Mad Slug data/configuration,.txt,874,Text schema/table,2,TXT,
MobAttackSequence/ID_NestWeasel.txt,ID Nest Weasel data/configuration,.txt,781,Text schema/table,2,TXT,
MobAttackSequence/ID_Weasel.txt,ID Weasel data/configuration,.txt,284,Text schema/table,2,TXT,
MobAttackSequence/KDFargels.txt,KDFargels data/configuration,.txt,1204,Text schema/table,2,TXT,
MobAttackSequence/KQ_H_MiniDragon.txt,Kingdom Quest H Mini Dragon data/configuration,.txt,651,Text schema/table,2,TXT,
MobAttackSequence/KQ_KalBanObeb.txt,Kingdom Quest Kal Ban Obeb data/configuration,.txt,894,Text schema/table,2,TXT,
MobAttackSequence/Karen.txt,Karen data/configuration,.txt,1876,Text schema/table,2,TXT,
MobAttackSequence/KillerHide.txt,Killer Hide data/configuration,.txt,935,Text schema/table,2,TXT,
MobAttackSequence/KingBoogy.txt,King Boogy data/configuration,.txt,694,Text schema/table,2,TXT,
MobAttackSequence/LabH_19.txt,Lab H 19 data/configuration,.txt,1645,Text schema/table,2,TXT,
MobAttackSequence/LabH_20.txt,Lab H 20 data/configuration,.txt,1739,Text schema/table,2,TXT,
MobAttackSequence/LabH_23.txt,Lab H 23 data/configuration,.txt,1685,Text schema/table,2,TXT,
MobAttackSequence/LabH_25.txt,Lab H 25 data/configuration,.txt,1755,Text schema/table,2,TXT,
MobAttackSequence/Lab_19.txt,Lab 19 data/configuration,.txt,1412,Text schema/table,2,TXT,
MobAttackSequence/Lab_20.txt,Lab 20 data/configuration,.txt,1535,Text schema/table,2,TXT,
MobAttackSequence/Lab_23.txt,Lab 23 data/configuration,.txt,1452,Text schema/table,2,TXT,
MobAttackSequence/Lab_25.txt,Lab 25 data/configuration,.txt,1444,Text schema/table,2,TXT,
MobAttackSequence/LevH_EmperorCrab.txt,Lev H Emperor Crab data/configuration,.txt,861,Text schema/table,2,TXT,
MobAttackSequence/LevH_ID_NestAlca.txt,Lev H ID Nest Alca data/configuration,.txt,743,Text schema/table,2,TXT,
MobAttackSequence/LevH_ID_NestBaridon.txt,Lev H ID Nest Baridon data/configuration,.txt,887,Text schema/table,2,TXT,
MobAttackSequence/LevH_KingBoogy.txt,Lev H King Boogy data/configuration,.txt,694,Text schema/table,2,TXT,
MobAttackSequence/LevH_ViciousLeviathan.txt,Lev H Vicious Leviathan data/configuration,.txt,857,Text schema/table,2,TXT,
MobAttackSequence/LevH_ViciousLeviathan01.txt,Lev H Vicious Leviathan 01 data/configuration,.txt,653,Text schema/table,2,TXT,
MobAttackSequence/MasicStaff.txt,Masic Staff data/configuration,.txt,665,Text schema/table,2,TXT,
MobAttackSequence/P_Psy_Mist1.txt,P Psy Mist 1 data/configuration,.txt,996,Text schema/table,2,TXT,
MobAttackSequence/P_Psy_Mist2.txt,P Psy Mist 2 data/configuration,.txt,996,Text schema/table,2,TXT,
MobAttackSequence/P_Psy_Mist3.txt,P Psy Mist 3 data/configuration,.txt,996,Text schema/table,2,TXT,
MobAttackSequence/Psy_Mist.txt,Psy Mist data/configuration,.txt,837,Text schema/table,2,TXT,
MobAttackSequence/Psy_Psyken.txt,Psy Psyken data/configuration,.txt,874,Text schema/table,2,TXT,
MobAttackSequence/Psy_Wraith.txt,Psy Wraith data/configuration,.txt,777,Text schema/table,2,TXT,
MobAttackSequence/Psyken.txt,Psyken data/configuration,.txt,780,Text schema/table,2,TXT,
MobAttackSequence/SD_Dragon.txt,SD Dragon data/configuration,.txt,3675,Text schema/table,2,TXT,
MobAttackSequence/SD_KingCrab.txt,SD King Crab data/configuration,.txt,4211,Text schema/table,2,TXT,
